state,LEAID,tot_pop,young_pop,young_pov_pop
CA,10380,"5,215",414,72
CA,00009,"1,064",210,54
CA,10440,"45,918","3,667",277
CA,10620,"78,694","9,102",588
CA,10680,851,47,8
CA,10710,"2,402",226,16
CA,10740,"49,675","5,337",261
CA,10770,"28,100","4,462","1,055"
CA,10860,"67,005","4,385","1,181"
CA,10890,"53,524","7,442","2,108"
CA,00039,"12,947","2,926",720
CA,10980,184,22,8
CA,11040,"8,812","1,764",226
CA,11100,274,35,19
CA,11110,"189,753","28,220","5,539"
CA,11130,845,168,77
CA,00065,"31,461","7,112","1,594"
CA,11220,"22,287","2,367",122
CA,11280,"22,201","4,096",409
CA,00033,"11,430","2,642",832
CA,11430,786,78,23
CA,11460,"122,108","21,030","3,093"
CA,11490,"55,961","7,119",633
CA,11520,"27,470","3,893",529
CA,00019,"71,132","12,719",455
CA,11550,"1,304",187,65
CA,11610,774,55,6
CA,11670,"2,102",175,53
CA,11700,"2,410",98,26
CA,11730,"5,255",891,90
CA,11760,"9,512","1,704",619
CA,11780,"2,592",155,20
CA,11820,"532,916","26,323","2,566"
CA,11850,"74,040","8,825",907
CA,11870,"4,303",520,80
CA,11910,"27,777","4,213","1,244"
CA,11940,"6,486","1,100",288
CA,12030,"40,974","5,806","1,334"
CA,12070,"149,099","7,862",576
CA,12090,"79,201","8,551","2,026"
CA,12120,"164,754","8,985","1,950"
CA,12150,"1,328",142,27
CA,12180,"58,216","9,666","1,441"
CA,12210,"16,893","2,848",139
CA,00026,"7,956","1,181",277
CA,12330,"362,244","71,242","9,708"
CA,12360,262,43,16
CA,12600,"3,029",299,47
CA,12630,"12,646",818,152
CA,12690,"27,148","3,468",671
CA,12750,"73,671","6,349",351
CA,12810,"34,200","4,052",770
CA,12840,"18,250","3,012",321
CA,12880,"170,670","20,041","2,717"
CA,12910,"174,037","9,788","1,157"
CA,12930,"6,594","1,296",135
CA,12960,"97,784","13,361","1,095"
CA,00052,"49,430","5,812","1,439"
CA,13080,"27,796","3,166",156
CA,13140,"97,569","11,570","1,023"
CA,13170,"9,847","1,232",170
CA,01423,"16,416","3,022",691
CA,13290,"15,044","2,574",675
CA,13360,"141,228","24,508","2,881"
CA,13470,"7,860","1,149",215
CA,13500,"67,115","5,570",671
CA,13530,"69,450","2,642",286
CA,00035,"11,149","2,699",727
CA,00037,"2,757",430,66
CA,13740,861,88,12
CA,13800,"20,735","4,085",601
CA,13840,"9,217","2,232",565
CA,13860,615,57,8
CA,13890,"138,878","23,779","2,266"
CA,13920,"184,283","38,743","5,937"
CA,13980,"6,459",528,61
CA,14010,"6,471",448,44
CA,14040,182,24,7
CA,14070,"14,558","1,937",415
CA,14130,515,24,5
CA,00011,"2,914",295,66
CA,01420,"13,931","1,588",366
CA,14190,"22,815","1,196",249
CA,14220,"55,148","5,678",448
CA,14250,"10,796","2,304",514
CA,14340,"2,348",230,41
CA,14370,"91,338","10,171","1,604"
CA,14400,"225,869","38,348","2,083"
CA,14430,"234,041","11,527",385
CA,14490,434,43,12
CA,14520,"2,311",158,24
CA,14550,"398,067","82,125","28,032"
CA,14700,"21,172","2,864",389
CA,14730,"123,960","13,101","1,380"
CA,14760,"259,974","14,180","1,399"
CA,14790,"30,992","4,195",513
CA,14820,"40,148","2,538",268
CA,14880,"274,301","42,948","6,842"
CA,14910,364,27,3
CA,14940,"50,096","4,789","1,356"
CA,14950,"29,980","4,719",936
CA,14970,315,35,8
CA,15000,847,121,21
CA,15090,"3,282",379,84
CA,15150,"1,640",199,14
CA,15180,"66,937","13,330","1,297"
CA,15240,"215,092","29,347","4,152"
CA,15270,"38,598","6,742",554
CA,15390,"7,500",634,81
CA,15450,"6,556",592,41
CA,15480,"2,179",163,53
CA,91134,"6,738","1,753",478
CA,00068,"12,647","2,423",276
CA,15510,"81,104","4,705",429
CA,00046,"11,468","2,307",259
CA,15600,114,17,3
CA,15690,"2,778",333,25
CA,15780,"27,214","2,201",406
CA,15810,599,72,14
CA,15840,"5,630",478,45
CA,15870,97,13,1
CA,15990,223,22,6
CA,16080,"19,850","3,489",752
CA,16050,"55,398","9,203","2,456"
CA,16110,"1,118",115,18
CA,00051,"11,909","2,163",374
CA,16230,"482,711","27,596","3,546"
CA,16260,"8,173","1,315",279
CA,16320,"5,091",354,68
CA,16323,"10,460","2,319",639
CA,16325,"112,393","18,433","2,999"
CA,01339,"3,189",558,80
CA,16470,"46,347","6,667","1,562"
CA,16500,"73,331","4,755",874
CA,16530,"1,054",97,29
CA,16560,"1,553",107,8
CA,16570,"5,948",631,120
CA,16620,"4,396",290,46
CA,16650,"4,105",481,69
CA,16680,"74,014","9,105","2,043"
CA,16740,"182,349","27,113","3,317"
CA,00044,"15,897","2,053",190
CA,16830,"6,970","1,138",198
CA,16860,"6,955",627,96
CA,16920,"152,458","27,169","5,783"
CA,17040,"19,365","2,422",117
CA,00014,"110,338","24,237","4,563"
CA,17160,"1,233",184,25
CA,17190,"10,981","1,590",42
CA,17220,"9,744","1,952",416
CA,17340,"52,297","7,121",747
CA,17430,"8,002","1,717",300
CA,17490,"16,036","1,264",122
CA,17520,853,112,30
CA,17580,"1,496",42,5
CA,17620,713,65,27
CA,17640,391,27,5
CA,17760,"3,191",371,43
CA,17850,"53,995","6,918","1,205"
CA,17880,"3,281",256,34
CA,00060,"13,194","2,414",396
CA,18030,"84,005","7,068",445
CA,18060,"320,887","15,787","1,489"
CA,18120,"1,363",173,25
CA,18160,973,75,21
CA,18210,"24,409","5,049",523
CA,18240,149,10,1
CA,18270,151,14,10
CA,18390,"109,026","17,342","3,756"
CA,84500,"270,949","43,993","3,388"
CA,18510,"1,413",154,30
CA,18660,"2,744",251,36
CA,18690,"8,290",493,107
CA,18730,"8,866",869,108
CA,18780,"3,480",404,61
CA,18810,179,20,0
CA,18840,"16,820","2,479",143
CA,18870,"87,290","7,470",674
CA,18930,"138,358","5,999",393
CA,18990,"15,043","2,234",320
CA,19050,"1,301",149,27
CA,19140,"4,118",350,90
CA,19110,"4,596",209,46
CA,19170,705,48,7
CA,19200,"4,008",471,40
CA,19230,193,19,3
CA,19260,"106,981","21,130","3,387"
CA,32340,70,14,2
CA,19320,"13,128","2,004",392
CA,19380,"12,351","1,421",48
CA,19410,"3,856",51,6
CA,19440,"21,408","2,809",883
CA,19490,"21,600","4,937","1,101"
CA,19540,"669,366","47,253","10,327"
CA,19590,"11,512",954,345
CA,19620,"5,884",863,205
CA,19680,"15,956","2,664",400
CA,19700,"47,133","10,284","3,080"
CA,19740,"2,824",440,130
CA,19770,"2,572",370,55
CA,19800,"15,518","2,184",350
CA,19830,"18,258","1,215",186
CA,19860,380,44,9
CA,19890,"2,336",328,48
CA,19920,542,48,15
CA,19950,"6,432","1,229",365
CA,19980,412,63,7
CA,20010,728,115,23
CA,20040,"4,151",549,55
CA,20070,"24,946","4,174","1,239"
CA,20130,"17,770","3,860",180
CA,20190,"51,271","5,676",704
CA,20220,"3,501",418,55
CA,20250,"137,560","14,594","1,767"
CA,20310,"28,512","3,682",101
CA,20370,"28,050","3,457",225
CA,20430,395,32,4
CA,20490,284,20,3
CA,20520,"3,871",365,39
CA,20610,530,92,17
CA,00027,"138,786","27,260","3,874"
CA,20640,"29,865","3,799",520
CA,20670,"11,471","1,666",308
CA,20700,"1,725",164,7
CA,20760,"2,458",382,112
CA,20790,"43,297","4,977",528
CA,20730,"12,228","1,857",274
CA,01410,"26,482","6,262",232
CA,20850,"14,843","2,484",872
CA,20880,"124,352","17,341","5,345"
CA,20910,"14,838","1,860",88
CA,22380,"11,273","1,486",38
CA,21000,"61,699","11,025",702
CA,21060,"27,061","1,229",198
CA,21090,"2,667",291,50
CA,21150,"3,331",698,194
CA,21180,"4,136",280,15
CA,21210,"45,514","5,246","1,131"
CA,42580,"3,073",441,124
CA,21240,"2,192",311,112
CA,21270,"7,714",582,184
CA,09665,626,78,25
CA,21330,"37,108","4,090",579
CA,21360,"29,021","4,159",747
CA,21400,"40,564","2,495",364
CA,21420,"25,595","3,359",957
CA,21480,"1,617",123,28
CA,21540,"1,832",129,7
CA,21570,"2,023",196,41
CA,21600,"127,066","8,032",636
CA,21660,210,26,3
CA,21690,"50,515","9,415","1,258"
CA,21810,"12,310","2,344",343
CA,21870,"17,273","4,380","1,231"
CA,21900,629,53,18
CA,21930,"35,039","3,902",448
CA,21960,341,39,8
CA,21990,"21,875","1,770",173
CA,22050,"10,965","2,284",500
CA,22110,"88,983","14,840",840
CA,22170,"16,922","2,463",593
CA,22230,"181,407","35,282","5,145"
CA,22320,"1,598",181,42
CA,22350,"4,724",510,12
CA,22410,"59,950","10,983","1,953"
CA,22440,"2,424",361,72
CA,22500,"507,246","78,048","13,291"
CA,22560,"24,522","2,866",150
CA,22590,"49,587","7,257",335
CA,22650,"43,692","5,995",174
CA,22710,"4,559,683","678,821","144,121"
CA,22740,"49,990","11,788","2,825"
CA,22830,"29,015","3,760",111
CA,22800,"55,623","3,672",95
CA,22860,"3,682",622,118
CA,22890,"15,077","1,720",273
CA,22920,"1,583",126,16
CA,22950,"2,619",461,77
CA,23010,"34,815","3,691",351
CA,23040,"3,700",327,100
CA,00015,"6,361","1,063",354
CA,23080,"80,071","11,233","1,368"
CA,23130,"3,892",367,67
CA,23160,"65,735","13,361","2,933"
CA,23340,"94,341","21,951","6,219"
CA,23430,"63,573","5,744","1,034"
CA,23460,126,15,2
CA,23530,"8,590","1,180",111
CA,23550,635,62,14
CA,00025,"34,852","6,535",257
CA,23610,"141,026","28,114","3,165"
CA,23700,"1,020",116,20
CA,23730,89,21,5
CA,23760,451,74,16
CA,23800,834,66,10
CA,23820,"1,698",302,75
CA,23940,"16,960","2,162",455
CA,23970,"9,978",794,134
CA,24000,"12,912","1,020",93
CA,24030,"30,984","4,619",351
CA,24090,"66,444","13,233","3,052"
CA,00038,754,67,14
CA,24150,"1,741",330,65
CA,24180,"6,951","1,104",102
CA,24210,"1,203",75,20
CA,24230,"15,074","3,810","1,110"
CA,24300,"16,235","1,674",311
CA,24330,160,13,2
CA,24360,"5,778",812,146
CA,24390,"2,195",264,67
CA,24480,"5,964",597,139
CA,00022,"14,112","3,368","1,391"
CA,24540,"109,977","13,856","1,461"
CA,24570,"27,054","3,385",79
CA,24600,"92,126","12,444","4,106"
CA,24630,703,88,21
CA,24660,"184,563","12,775","3,436"
CA,24690,561,53,13
CA,24720,"3,620",316,34
CA,24750,"9,703","1,758",223
CA,24780,392,49,13
CA,24870,"31,622","3,835",134
CA,24900,"25,250","2,431",157
CA,24930,"1,610",166,26
CA,24500,"76,289","11,963",737
CA,25110,285,34,5
CA,25130,"121,374","16,720","4,384"
CA,25150,"284,119","18,048","3,250"
CA,25190,"6,075",917,257
CA,25230,"20,374","3,871","1,390"
CA,25290,"1,091",152,51
CA,25320,"43,520","6,436",816
CA,25350,"2,285",362,135
CA,25380,"1,742",202,46
CA,25410,"1,707",77,15
CA,25470,"157,173","27,610","5,497"
CA,25500,"5,707",426,45
CA,25530,"93,551","13,894","1,528"
CA,25650,"1,005",63,16
CA,25690,"37,562","6,841",489
CA,25740,"17,005","1,939",48
CA,25770,"48,859","5,724",391
CA,25800,"184,403","38,127","6,842"
CA,25830,"65,917","12,056",806
CA,25860,"71,496","9,684","2,008"
CA,25980,"16,181","1,363",156
CA,26340,339,31,5
CA,26370,"265,446","40,113","4,388"
CA,26400,"21,442","2,366",306
CA,26040,"7,201",610,100
CA,26070,"1,399",87,9
CA,26100,"11,890","2,074",405
CA,26130,312,34,5
CA,27040,"1,153",78,21
CA,00018,"6,142",768,220
CA,26190,"53,224","6,881","1,854"
CA,26220,"30,154","3,604",362
CA,26280,"70,788","6,333",365
CA,26310,"114,480","5,045",198
CA,26430,117,15,1
CA,26460,829,101,8
CA,26490,"5,565","1,183",207
CA,00029,"114,853","23,149","1,990"
CA,26640,"116,561","18,040","1,592"
CA,26670,"56,119","5,041",973
CA,00036,"86,808","14,281","1,681"
CA,26760,"7,121","1,094",305
CA,26820,"16,171","1,103",157
CA,26880,"86,436","3,876",522
CA,26910,"74,333","10,503",954
CA,26970,"1,491",202,47
CA,27030,"2,271",247,31
CA,27060,"46,578","6,907",481
CA,27120,"2,733",270,14
CA,27180,"72,730","6,740",706
CA,27200,"16,110","3,670",580
CA,27240,"194,622","26,267","2,479"
CA,27300,613,53,4
CA,27450,"30,248","4,858",401
CA,27480,"3,909",421,53
CA,27510,"1,531",138,12
CA,27590,"28,790","5,653",889
CA,03030,"46,649","1,866",400
CA,27690,"119,940","19,274","2,494"
CA,27720,"59,776","9,041",680
CA,27750,450,60,22
CA,27780,"10,285","1,311",232
CA,27810,"110,531","12,836","1,070"
CA,27840,"4,833",382,40
CA,27850,"13,832","2,742",107
CA,27870,682,79,31
CA,27900,"1,309",190,38
CA,27930,"2,876",378,55
CA,00062,"34,304","6,347",853
CA,28050,"430,696","57,395","10,542"
CA,28080,"40,441","5,404",593
CA,28140,"97,114","9,295",944
CA,28170,"17,244","2,360",379
CA,28250,"135,740","19,568","2,090"
CA,28270,"21,951","3,143",350
CA,28320,"26,120","2,124",147
CA,28470,"168,193","21,633","3,643"
CA,28530,"1,722",256,104
CA,28650,"222,838","34,342","3,260"
CA,28680,"21,056","1,430",138
CA,28710,"38,559","4,522",447
CA,28830,373,26,15
CA,28860,"19,443","2,690",65
CA,00045,"14,937","2,922",538
CA,28950,861,94,24
CA,29100,"28,820","3,050",702
CA,29130,"54,757","3,103",661
CA,29160,664,97,21
CA,29190,599,72,15
CA,29220,"124,063","15,508","2,680"
CA,29270,"324,857","18,375","2,375"
CA,29280,"9,297",968,99
CA,29340,958,79,9
CA,29370,"17,369","2,385",152
CA,29400,"2,794",430,163
CA,29430,"5,585",478,146
CA,20460,"36,666","3,567",145
CA,29490,"109,977","20,019","3,045"
CA,29540,"8,123",909,231
CA,29550,"177,974","24,772","6,135"
CA,29580,"140,853","20,536","5,153"
CA,29610,"89,777","12,846",457
CA,29640,"21,447","3,046",734
CA,29670,"2,358",419,94
CA,29700,"60,099","10,463",575
CA,06390,"145,394","20,556","3,513"
CA,29770,182,24,2
CA,29790,856,89,16
CA,29820,"13,913","1,765",376
CA,29850,"76,547","15,003","3,053"
CA,29910,"15,363","3,756","1,268"
CA,29940,"200,299","25,372","3,218"
CA,00048,"49,611","7,320","1,030"
CA,30030,"28,870","6,549","1,118"
CA,30090,473,39,17
CA,01427,"13,252",986,160
CA,30180,"51,314","6,179","1,404"
CA,30210,"207,756","14,820","2,146"
CA,30230,"31,461","2,437",216
CA,30250,"74,422","5,282",367
CA,30330,"11,155","2,489",63
CA,30360,"6,982","1,408",189
CA,30390,955,96,25
CA,30450,"15,693","1,234",89
CA,30480,"5,390",442,60
CA,30510,"12,323","1,770",157
CA,30520,"1,723",106,44
CA,30600,"63,243","11,201","2,058"
CA,30630,"5,268","1,001",311
CA,30660,"164,398","28,273","2,133"
CA,30720,"14,474","1,219",99
CA,30750,"93,205","5,151",391
CA,30780,"15,316","1,381",198
CA,30810,488,66,17
CA,30840,"5,034",784,263
CA,30870,339,57,23
CA,30900,872,101,15
CA,30930,"21,093","1,771",221
CA,30990,"80,371","8,308",577
CA,31020,968,107,23
CA,31050,"2,418",423,108
CA,00020,"78,771","15,201",523
CA,31180,"8,601","1,502",116
CA,31170,"19,216","2,474",485
CA,31230,"5,952",209,37
CA,31290,"9,490",860,114
CA,31320,"166,185","28,686","5,345"
CA,31350,484,94,32
CA,31380,760,120,22
CA,00064,"102,571","16,403","4,424"
CA,31470,"6,424",713,19
CA,31400,"2,209",355,67
CA,31530,"203,725","38,132","1,780"
CA,31620,"1,055",201,21
CA,31680,"1,803",322,134
CA,31710,"36,728","6,520",594
CA,31740,"6,171",487,25
CA,31830,168,22,12
CA,31860,"35,040","4,315",558
CA,31920,"1,157",136,30
CA,32010,"44,015","2,595",420
CA,31980,"20,944","2,503",492
CA,32040,"36,093","3,668",633
CA,32070,"132,891","22,691","2,502"
CA,00032,"70,305","10,128",524
CA,32130,"97,178","9,871",773
CA,32160,"14,161","1,818",83
CA,32250,"1,164",99,20
CA,32270,"15,227","2,666",854
CA,32310,"36,352","4,513",252
CA,32370,"129,184","27,287","4,370"
CA,32400,"1,232",156,25
CA,32430,"2,676",500,132
CA,21450,"20,484","3,547",870
CA,32520,"1,207",138,8
CA,32610,"30,421","4,589",839
CA,32640,"40,063","2,867",221
CA,32710,"5,786",917,182
CA,32730,"3,480",395,112
CA,32760,"42,433","5,234",749
CA,32880,"20,871","4,520",315
CA,33110,"17,679","2,097",329
CA,00061,"16,178","3,410",639
CA,00040,"7,710","1,602",379
CA,33150,"261,044","44,693","6,130"
CA,33210,723,81,22
CA,33240,"20,929","2,200",430
CA,33270,"1,208",182,46
CA,00013,"70,858","14,113",752
CA,33390,"36,180","4,960",761
CA,33480,"51,948","7,554",676
CA,33510,"12,120","1,238",229
CA,33570,"26,123","2,410",565
CA,33600,"112,869","13,829",930
CA,33630,"196,626","11,203",706
CA,33660,"2,733",452,14
CA,00006,"23,995","2,707",124
CA,33690,"1,117",95,14
CA,33720,"3,143",574,191
CA,33750,"104,852","16,011","2,864"
CA,33840,"355,011","53,298","10,092"
CA,33860,"219,506","33,281","2,123"
CA,33900,"20,304","2,899",436
CA,33930,"84,467","9,183","1,517"
CA,33980,"184,317","18,157","2,679"
CA,34050,"1,508",180,34
CA,34080,548,95,19
CA,34140,"59,753","3,880",361
CA,34170,"275,102","58,207","12,125"
CA,34230,"37,890","3,468",218
CA,34290,"27,947","3,532",69
CA,34320,"1,062,529","132,673","16,779"
CA,34380,"182,638","15,580",720
CA,34410,"815,201","79,466","9,461"
CA,34425,"41,215","5,579",895
CA,34440,"57,283","12,638","2,698"
CA,34590,"261,092","38,295","3,006"
CA,34620,"351,790","54,349","9,221"
CA,34680,"73,241","10,196","1,408"
CA,34710,"81,397","12,862","1,828"
CA,34740,"25,104","3,301",217
CA,34770,453,81,11
CA,34800,"93,910","8,929",922
CA,34880,"126,620","22,018","1,819"
CA,34860,"14,278","2,726",201
CA,34980,"241,248","10,977",562
CA,34920,"135,610","13,572",841
CA,35010,"6,468",854,151
CA,35040,"3,367",489,39
CA,35070,"2,972",638,189
CA,35090,"56,167","5,093",659
CA,35110,"78,454","3,165",293
CA,35130,"162,891","32,588",975
CA,35220,"42,813","3,682",845
CA,35250,"58,715","13,108","2,375"
CA,35310,"241,347","43,471","6,741"
CA,01414,"189,446","16,331","1,970"
CA,35490,216,37,8
CA,35430,"166,273","20,388","1,189"
CA,35590,"64,619","2,785",227
CA,35600,"120,311","5,764",433
CA,35670,"155,624","10,503","1,777"
CA,05580,"108,137","16,275","3,487"
CA,35700,"107,797","11,266","1,190"
CA,01421,"32,869","5,797",945
CA,35790,"25,336","2,991",457
CA,35810,"71,065","5,757",682
CA,35830,"210,737","14,845","1,485"
CA,35850,"22,597","1,353",118
CA,35880,"63,734","7,003",558
CA,35910,"20,160","2,302",74
CA,35940,181,27,2
CA,35970,"114,097","11,335",698
CA,36000,"11,228",599,77
CA,36030,"29,458","2,419",338
CA,36100,"1,093",151,27
CA,00159,"5,262",856,179
CA,00043,"18,350","3,081",109
CA,36180,"11,848","1,054",107
CA,36210,"2,579",368,90
CA,36240,281,20,8
CA,36270,"30,008","6,627","1,894"
CA,36330,196,43,13
CA,36360,"2,195",309,66
CA,36390,"251,451","11,631",606
CA,36420,"9,759",301,53
CA,36450,"1,773",352,44
CA,36570,"1,370",137,27
CA,36600,"103,566","5,518",817
CA,36660,758,96,20
CA,36670,"6,039",667,69
CA,36800,"35,554","6,565","1,036"
CA,36805,"10,502","1,660",297
CA,36780,"3,982",538,81
CA,36810,239,18,3
CA,36820,"12,136","2,160",344
CA,36840,"129,093","20,677","1,756"
CA,36940,"15,880",789,145
CA,36960,666,87,29
CA,36970,"41,932","8,455","1,351"
CA,36990,"41,234","3,606",167
CA,37050,"25,569","4,931",712
CA,37110,"6,596",558,74
CA,37140,"3,131",308,36
CA,37200,"37,167","4,875",483
CA,37230,"9,473",793,131
CA,37260,"40,310","1,803",241
CA,37290,"26,676","2,234",169
CA,37320,"5,036",493,58
CA,37350,"7,082",526,114
CA,37380,"76,108","6,750","1,200"
CA,37470,"3,179",264,87
CA,19650,"38,898","2,894",481
CA,37500,"26,419","4,999",287
CA,37530,"78,108","10,441",694
CA,37560,"27,485","3,448",605
CA,37590,"7,972",962,331
CA,37620,"22,233","4,804","1,011"
CA,37630,948,102,38
CA,37650,"1,857",170,14
CA,37680,478,31,6
CA,37710,"6,980",719,46
CA,37770,"4,237",396,67
CA,37830,"9,179","1,290",108
CA,37890,"25,321","3,414",941
CA,37950,"31,430","3,807",735
CA,38010,"219,945","45,622","9,632"
CA,38040,636,94,37
CA,38070,851,163,47
CA,38130,"5,515",882,260
CA,38220,"65,766","6,315",907
CA,38250,"4,456",481,87
CA,38280,"10,005",499,71
CA,38340,"2,252",389,73
CA,38430,"2,165",376,106
CA,38460,"93,917","8,198",447
CA,00021,939,113,11
CA,38520,"1,106",121,37
CA,38550,"11,146","1,346",283
CA,38610,"7,582",531,80
CA,38640,"489,845","43,774","5,975"
CA,38670,"78,145","10,011","1,411"
CA,38700,"18,574","2,517",729
CA,38730,"19,499","1,317",337
CA,38770,"32,765","4,804",432
CA,38790,"117,544","5,493",237
CA,38880,"35,680","5,962",699
CA,00028,"164,898","34,899","2,757"
CA,38980,"34,923","5,612",795
CA,39000,"11,405","1,992",217
CA,39060,"5,595",893,306
CA,39180,"12,670","1,535",363
CA,39210,"2,130",172,46
CA,39300,"3,208",563,137
CA,39420,"144,237","22,579","1,827"
CA,00047,"112,473","18,552","1,915"
CA,39600,"1,190",215,64
CA,39630,"32,147","5,678",317
CA,39690,833,95,3
CA,39720,"2,104",180,43
CA,01331,"8,661",894,173
CA,39750,392,21,7
CA,39840,"1,699",292,75
CA,39870,"70,139","11,406","2,233"
CA,39930,"87,877","6,392","1,162"
CA,39940,"2,030",421,92
CA,00158,"84,642","14,799","2,582"
CA,40150,"142,489","24,556","2,167"
CA,40200,"5,549",424,70
CA,40230,"5,607",401,30
CA,00012,"2,453",185,34
CA,01332,"204,069","36,516","8,113"
CA,40260,"1,513",153,4
CA,40300,"40,186","7,074","1,320"
CA,40320,"45,940","6,692",212
CA,40380,"2,628",212,36
CA,00016,"78,187","12,971","1,407"
CA,01442,"9,517","1,033",271
CA,40590,"88,366","14,320","1,297"
CA,91135,"90,508","19,975","3,442"
CA,40650,"6,206",590,106
CA,40680,"9,844",713,111
CA,40710,"2,335",203,38
CA,40740,"129,149","19,360","2,983"
CA,00069,"27,312","4,464",638
CA,40800,"1,875",217,27
CA,40980,"121,545","18,642","2,123"
CA,41040,"110,513","13,185","3,119"
CA,36972,"184,501","19,648","4,122"
CA,41130,"3,583",606,251
CA,41160,"161,815","34,794","6,013"
CA,41190,"152,830","24,489","2,829"
CA,41220,553,45,11
CA,41250,"53,299","4,053",221
CA,41280,"55,288","9,156","1,059"
CA,00042,"2,184",209,36
CA,41400,"27,973","4,076","1,042"
CA,41430,"31,239","2,094",472
CA,41460,"2,727",354,88
CA,01415,"18,047","2,745","1,022"
CA,41580,"54,073","9,343","1,326"
CA,41610,"7,037",505,23
CA,00063,"10,321","2,341",410
CA,41790,"6,453",559,29
CA,41820,868,162,26
CA,41880,"15,951","2,890","1,039"
CA,41980,"3,998",383,103
CA,32550,"258,504","39,147","5,841"
CA,42000,"59,725","9,535","1,363"
CA,42060,"1,605",213,95
CA,42270,805,30,5
CA,02670,"47,103","2,116",214
CA,42140,"58,263","9,178",660
CA,42150,"84,620","8,926","1,474"
CA,42180,"2,257",371,117
CA,42210,823,157,49
CA,42120,"73,071","8,703","1,242"
CA,42300,"1,773",246,58
CA,42330,"8,289","1,066",140
CA,42350,"16,890",931,77
CA,42420,726,50,7
CA,42450,"65,580","7,141",957
CA,42480,"217,222","12,864","1,449"
CA,42510,"281,470","25,326","2,012"
CA,42540,"6,259","1,358",169
CA,42560,"13,788","2,343",482
CA,42600,743,69,18
CA,42630,318,36,8
CA,42710,"9,484","1,904",386
CA,42750,"3,101",201,18
CA,42810,"10,566","1,500",513
CA,00034,"27,927","4,697",322
CA,42900,591,81,18
CA,42930,"9,326","1,755",212
CA,42960,"12,096","2,001",702
CA,01428,"14,710","2,372",159
CA,01418,"12,545","2,366",601
CA,43080,"66,716","11,734","1,198"
CA,43140,"3,086",394,9
CA,43170,"2,639",463,137
CA,43200,"18,223","1,563",162
CA,00160,"23,206","2,318",396
CA,43380,"9,916","1,124",245
CA,43410,"17,898",913,182
CA,43470,"77,832","14,835","3,051"
CA,43560,"63,351","11,595","1,281"
CO,01920,"122,321","24,050","1,144"
CO,06900,"242,347","45,076","4,296"
CO,01950,"41,016","8,875","1,585"
CO,02340,"234,117","40,642","7,506"
CO,01980,824,126,15
CO,02010,"1,148",137,48
CO,02040,"2,545",428,59
CO,02070,"15,486","2,858",625
CO,02190,"13,185","1,766",327
CO,02220,531,67,10
CO,02260,"1,166",186,27
CO,02280,"13,182","1,412",74
CO,02310,"7,484","1,434",178
